Town,County,Latitude,Longitude,Elevation,Population
Gahagan?s Village,Offaly,53.2877778,-7.9052778,193,2654
Galros,Offaly,53.2233333,-7.9061111,242,2657
Galros Cross Roads,Offaly,53.1558333,-7.8827778,229,2669
Garr,Offaly,53.3927778,-7.2105556,419,2852
Geashill,Offaly,53.2352778,-7.32,275,2664
Geisill,Offaly,53.2352778,-7.32,275,2664
Glasshouse,Offaly,53.2422222,-7.6175,249,2661
Glaster,Offaly,53.1430556,-7.9880556,193,2709
Glenletter,Offaly,53.0986111,-7.6458333,987,2695
Goldsmithslot,Offaly,53.2877778,-7.6586111,229,2654
Gortarevan,Offaly,53.1702778,-8.0219444,187,2695
Gorteen Bridge,Offaly,53.2025,-7.4883333,341,2718
Gorteenkeel,Offaly,53.2558333,-7.2738889,278,2654
Grogan,Offaly,53.3236111,-7.6980556,226,2665
Géisill,Offaly,53.2352778,-7.32,275,2664
Hawkswood,Offaly,53.2244444,-7.4811111,308,2674
Highstreet,Offaly,53.2511111,-7.9416667,187,2659
Hill House,Offaly,53.22,-7.8472222,239,2657
Idle Corner,Offaly,53.2108333,-7.6508333,262,2658
Inckaroe Cross Roads,Offaly,53.1130556,-7.6788889,515,2669
Jonestown Cross Roads,Offaly,53.3547222,-7.0555556,337,4368
Kenneds Cross Roads,Offaly,53.1138889,-7.8902778,232,2686
Kenned?s Cross Roads,Offaly,53.1138889,-7.8902778,232,2686
Kilcappagh,Offaly,53.1855556,-7.2469444,295,2680
Kilclonfert,Offaly,53.3316667,-7.3538889,485,2723
Kilcolgan,Offaly,53.2691667,-7.7763889,206,2654
Kilcomin,Offaly,52.9647222,-7.9861111,429,2747
Kilcormac,Offaly,53.1741667,-7.7255556,249,2660
Kilcumber Bridge,Offaly,53.29,-7.0866667,275,2720
Kildangan,Offaly,53.3094444,-7.5480556,236,2711
Killan,Offaly,53.3355556,-7.0719444,324,4368
Killananny,Offaly,53.1908333,-7.5872222,291,2692
Killane,Offaly,53.3355556,-7.0719444,324,4368
Killaun,Offaly,53.0991667,-7.84,249,2664
Killeenmore,Offaly,53.2333333,-7.4494444,295,2679
Killeigh,Offaly,53.2133333,-7.4494444,351,2679
Killoneen,Offaly,53.2997222,-7.255,275,2653
Killowen,Offaly,53.3886111,-7.1622222,396,3217
Killowney,Offaly,53.2366667,-7.8736111,249,2657
Killure,Offaly,53.3488889,-7.2155556,436,2686
Killurin,Offaly,53.2138889,-7.5466667,282,2665
Killyon,Offaly,53.1005556,-7.8036111,285,2664
Kilmalady,Offaly,53.3713889,-7.5891667,249,2737
Kilmucklin,Offaly,53.3341667,-7.5808333,236,2844
Kilnahown Bridge,Offaly,53.1447222,-7.2386111,311,2721
Kingsborough,Offaly,53.0816667,-7.8480556,249,2668
Kinitty,Offaly,53.0955556,-7.7213889,534,2664
Kinnitty,Offaly,53.0955556,-7.7213889,534,2664
Knockhill and Drinagh,Offaly,53.1541667,-7.6816667,295,2666
LEstrange Bridge,Offaly,53.2311111,-7.9158333,223,2657
Lavagh,Offaly,53.1752778,-8.0494444,183,2715
Lea More,Offaly,53.2416667,-7.7216667,223,2657
Leabeg,Offaly,53.2325,-7.7269444,226,2657
Lemanaghan,Offaly,53.2888889,-7.7466667,242,2654
Letter Cross Roads,Offaly,53.0888889,-7.6241667,1289,2735
Limekiln,Offaly,53.1947222,-7.7472222,226,2660
Lisduff,Offaly,53.1472222,-7.7666667,246,2661
Longford,Offaly,53.0613889,-7.7444444,564,2673
Lug,Offaly,53.2111111,-7.8608333,242,2657
Lumcloon Bridge,Offaly,53.2269444,-7.7913889,213,2657
Lumcloon Cross Roads,Offaly,53.2238889,-7.8216667,219,2657
Lurgan,Offaly,53.3733333,-7.7066667,246,2759
Lynally Glebe,Offaly,53.2611111,-7.5594444,249,2655
L?Estrange Bridge,Offaly,53.2311111,-7.9158333,223,2657
Mannions Cross Roads,Offaly,53.3255556,-7.8830556,249,2674
Mannion?s Cross Roads,Offaly,53.3255556,-7.8830556,249,2674
Marshbrook,Offaly,53.3927778,-7.6855556,252,2921
Meclaghans Cross Roads,Offaly,53.2572222,-7.4275,246,2668
Millbrook Bridge,Offaly,53.2175,-7.7972222,216,2657
Monasteroris,Offaly,53.3494444,-7.0802778,347,4368
Moneygall,Offaly,52.8802778,-7.9586111,501,2738
Moneyguid,Offaly,53.1955556,-7.4433333,383,2726
Monument Cross Roads,Offaly,53.1833333,-7.5922222,291,2692
Moorock,Offaly,53.3425,-7.7025,232,2759
Mount Briscoe,Offaly,53.3113889,-7.2647222,331,2653
Mountbolus,Offaly,53.1877778,-7.625,285,2692
Muckinish,Offaly,53.1880556,-8.0494444,180,2715
Muine Gall,Offaly,52.8802778,-7.9586111,501,2738
Mullacrew,Offaly,53.2016667,-7.6269444,275,2675
Murphys Bridge,Offaly,53.3230556,-7.4336111,288,2804
Murphy?s Bridge,Offaly,53.3230556,-7.4336111,288,2804
Myrtlegrove,Offaly,52.9191667,-7.9547222,374,2696
Nahana,Offaly,53.2247222,-7.1194444,246,3275
New Row,Offaly,53.2213889,-7.2194444,278,2658
Newtown,Offaly,53.1511111,-8.0125,190,2713
Newtown,Offaly,53.2361111,-7.9588889,183,2696
Newtown,Offaly,53.205,-7.8805556,249,2660
Newtown,Offaly,53.3030556,-7.7861111,380,2725
Newtown,Offaly,53.4,-7.6388889,242,2857
Noggusboy,Offaly,53.2466667,-7.8508333,209,2657
Oughter,Offaly,53.2472222,-7.6875,242,2657
Parsonstown,Offaly,53.0913889,-7.9133333,226,2686
Philipstown,Offaly,53.2961111,-7.2894444,278,2653
Pollagh,Offaly,53.2766667,-7.7080556,226,2654
Pollduff,Offaly,53.0330556,-7.7233333,935,2693
Rabbitburrow,Offaly,53.2541667,-7.6519444,242,2654
Rahan,Offaly,53.2772222,-7.6305556,236,2654
Raheen,Offaly,53.3544444,-7.6277778,236,2692
Rapemills,Offaly,53.1411111,-7.9261111,216,2691
Rath,Offaly,53.1361111,-7.8075,239,2661
Rathcobican,Offaly,53.3425,-7.1986111,396,2696
Rathgibbon,Offaly,53.1141667,-7.8041667,249,2664
Rathlumber,Offaly,53.3077778,-7.1602778,305,2658
Rathvilla,Offaly,53.2966667,-7.1461111,291,2658
Reask,Offaly,53.2258333,-7.98,180,2696
Red Gate,Offaly,53.2625,-7.5052778,242,2659
Rhode,Offaly,53.3522222,-7.2016667,413,2696
Rhode Bridge,Offaly,53.3355556,-7.2002778,374,2696
Riverlyons,Offaly,53.2852778,-7.2569444,275,2654
Road,Offaly,53.3522222,-7.2016667,413,2696
Rockfield,Offaly,53.2066667,-7.455,370,2726
Rod,Offaly,53.3522222,-7.2016667,413,2696
Ryans Cross Roads,Offaly,52.9430556,-7.9180556,347,2696
Ryan?s Cross Roads,Offaly,52.9430556,-7.9180556,347,2696
Ród,Offaly,53.3522222,-7.2016667,413,2696
Screggan,Offaly,53.2475,-7.5794444,249,2665
Seerin,Offaly,53.0855556,-7.9052778,232,2686
Shane Valley,Offaly,53.3022222,-7.0658333,282,3443
Shannon Harbour,Offaly,53.2205556,-7.9483333,308,2672
Shannonbridge,Offaly,53.2777778,-8.0372222,183,2577
Sharavogue,Offaly,53.0336111,-7.9202778,252,2721
Shean,Offaly,53.3088889,-7.0752778,295,3443
Shinrone,Offaly,52.9825,-7.9244444,275,2693
Srah,Offaly,53.2833333,-7.75,213,2654
Stonehouse,Offaly,53.4047222,-7.1602778,400,3217
Stream,Offaly,53.1480556,-8.016667,190,2713
Sui an Roin,Offaly,52.9825,-7.9244444,275,2693
Suí an Róin,Offaly,52.9825,-7.9244444,275,2693
Syngefield,Offaly,53.0933333,-7.8858333,236,2686
Tara,Offaly,53.3266667,-7.5541667,242,2711
Taylors Cross,Offaly,53.1616667,-7.9513889,239,2691
Taylor?s Cross,Offaly,53.1616667,-7.9513889,239,2691
Templepark,Offaly,52.9213889,-7.9930556,396,2719
The Island,Offaly,53.3097222,-7.6694444,229,2665
Tinmuck,Offaly,53.3575,-7.7083333,249,2759
Tober,Offaly,53.375,-7.6561111,239,2692
Toberdaly Bridge,Offaly,53.3313889,-7.2136111,390,2651
Togher,Offaly,53.3386111,-7.2425,475,2686
Trimblestown Bridge,Offaly,53.3422222,-7.1330556,364,2819
Tulach Mhor,Offaly,53.2738889,-7.4888889,239,2665
Tulach Mhór,Offaly,53.2738889,-7.4888889,239,2665
Tullamore,Offaly,53.2738889,-7.4888889,239,2665
View Mount,Offaly,53.0683333,-7.8636111,255,2668
Walshisland,Offaly,53.2519444,-7.2205556,275,2654
Whiteford,Offaly,53.0805556,-7.8925,239,2690
Woodenbridge,Offaly,53.2775,-7.1425,259,2654
Abbeyville,Sligeach,54.0608333,-8.5036111,242,2675
Achonry,Sligeach,54.0827778,-8.6669444,249,2586
Aclare,Sligeach,54.0333333,-8.9,173,2391
Aghamore,Sligeach,54.2394444,-8.4488889,219,2654
Aghoo,Sligeach,54.1480556,-8.3016667,524,2367
Altans,Sligeach,54.2441667,-8.8469444,246,2152
An Ghaobhach,Sligeach,54.1,-8.25,239,2338
An Ghrainseach,Sligeach,54.4,-8.5166667,91,1735
An Ghráinseach,Sligeach,54.4,-8.5166667,91,1735
An Leathros,Sligeach,54.2719444,-8.5933333,203,1036
An Ros,Sligeach,54.3091667,-8.5661111,0,1447
Annagh,Sligeach,54.0594444,-8.82,196,2675
Annaghmore,Sligeach,53.9758333,-8.5602778,308,2364
Ardkeeran,Sligeach,54.0533333,-8.5255556,246,2675
Ardlona,Sligeach,53.9475,-8.3919444,249,2207
Ardloy,Sligeach,54.1005556,-8.405,249,2674
Ardnaglass Upper,Sligeach,54.3791667,-8.4811111,357,2199
Ardogelly,Sligeach,54.2533333,-8.7766667,147,1180
Ath an Chlair,Sligeach,54.0333333,-8.9,173,2391
Aughris,Sligeach,54.2730556,-8.7694444,3,1180
Baile Easa Dara,Sligeach,54.2116667,-8.5094444,180,2277
Baile an Mhota,Sligeach,54.0833333,-8.5166667,249,2675
Baile an Mhóta,Sligeach,54.0833333,-8.5166667,249,2675
Baile an Tochair,Sligeach,54.2,-8.3666667,232,2403
Baile an Tóchair,Sligeach,54.2,-8.3666667,232,2403
Baile idir dha Abhainn,Sligeach,54.1316667,-8.3944444,242,2668
Baile idir dhá Abhainn,Sligeach,54.1316667,-8.3944444,242,2668
Ballaghboy,Sligeach,54.0127778,-8.3230556,488,2254
Ballaghnatrillick,Sligeach,54.4166667,-8.3902778,255,1631
Ballaghnatrillick Bridge,Sligeach,54.4033333,-8.4041667,462,2208
Ballinafad,Sligeach,54.0275,-8.3372222,295,2416
Ballinphull,Sligeach,54.3663889,-8.5852778,3,1156
Ballinphull,Sligeach,54.1091667,-8.3161111,479,2635
Ballintogher,Sligeach,54.2,-8.3666667,232,2403
Ballure,Sligeach,54.2697222,-8.3980556,78,2522
Ballybeg,Sligeach,54.3180556,-8.5416667,3,1447
Ballyconnel,Sligeach,54.3630556,-8.6516667,3,680
Ballyconnell,Sligeach,54.3630556,-8.6516667,3,680
Ballydrenid,Sligeach,54.2213889,-8.4997222,295,2546
Ballyfahy,Sligeach,54.0430556,-8.5844444,246,2576
Ballygawley,Sligeach,54.1922222,-8.4463889,180,2668
Ballyglass,Sligeach,53.9913889,-8.7897222,249,2268
Ballyglass,Sligeach,54.1077778,-8.7355556,291,2674
Ballymeeny,Sligeach,54.2680556,-8.9036111,45,1470
Ballymoghany,Sligeach,54.1922222,-9.0716667,98,2347
Ballymoneen,Sligeach,54.1794444,-9.1,52,1743
Ballymote,Sligeach,54.0833333,-8.5166667,249,2675
Ballynacarrow,Sligeach,54.135,-8.5613889,242,2670
Ballynamona,Sligeach,54.2097222,-9.0269444,206,2552
Ballynamona,Sligeach,54.2716667,-8.3675,98,2100
Ballysadare,Sligeach,54.2116667,-8.5094444,180,2277
Banada,Sligeach,54.0375,-8.8169444,203,2604
Barroe,Sligeach,54.0805556,-8.3072222,505,2543
Baunrosmore,Sligeach,54.1936111,-9.1163889,16,1743
Beal an Atha Fada,Sligeach,54.0275,-8.3372222,295,2416
Belladrihid,Sligeach,54.2213889,-8.4997222,295,2546
Bellafarney,Sligeach,54.215,-8.9316667,272,2582
Bellahy,Sligeach,53.9688889,-8.7952778,249,2303
Bellanograugh Bridge,Sligeach,54.0725,-8.8508333,226,2655
Bellarush Bridge,Sligeach,54.0913889,-8.3527778,246,2671
Belra,Sligeach,54.1316667,-8.68,301,2671
Beltra,Sligeach,54.2194444,-8.6175,167,1838
Belturlin,Sligeach,54.2686111,-8.7830556,39,1180
Billa,Sligeach,54.1755556,-8.5569444,226,2372
Blackwater Bridge,Sligeach,54.0941667,-7.7075,246,2230
Boleymount,Sligeach,54.1636111,-8.3105556,498,2367
Branchfield,Sligeach,54.1338889,-8.7163889,344,2671
Breaghwy,Sligeach,54.3766667,-8.5769444,3,1261
Breeoge,Sligeach,54.2363889,-8.5425,108,1950
Brockagh,Sligeach,54.2486111,-8.6594444,9,1930
Broher,Sligeach,53.9819444,-8.7788889,255,2268
Bunnanaddan,Sligeach,54.0486111,-8.6022222,249,2576
Béal an Átha Fada,Sligeach,54.0275,-8.3372222,295,2416
Cabragh,Sligeach,54.2605556,-9.0344444,59,1723
Cabragh,Sligeach,54.105,-8.2647222,354,2541
Cabraghkeel,Sligeach,54.2658333,-9.0305556,39,1723
Cannaghanally,Sligeach,54.2352778,-8.9130556,216,2377
Cappagh,Sligeach,54.1702778,-8.6713889,288,2657
Carney,Sligeach,54.3405556,-8.5272222,26,2117
Carns,Sligeach,54.1816667,-8.9975,295,2536
Carranduff,Sligeach,54.2536111,-9.0633333,22,1175
Carraun,Sligeach,54.1486111,-9.0919444,95,2019
Carrigans,Sligeach,54.1213889,-8.5008333,249,2674
Carrigans,Sligeach,54.1075,-8.4897222,246,2674
Carrowbunnauna,Sligeach,54.2663889,-8.5983333,121,1036
Carrowcaslan,Sligeach,54.2594444,-8.7630556,82,1180
Carrowcrory,Sligeach,54.0241667,-8.4005556,452,2564
Carrowhubbuck,Sligeach,54.2236111,-9.0922222,13,1168
Carrowmably,Sligeach,54.2625,-8.8811111,111,1470
Carrowmore,Sligeach,54.1219444,-8.6936111,328,2674
Carrowmore,Sligeach,54.2533333,-8.4975,147,2415
Carrownacarrick,Sligeach,54.1572222,-8.605,249,2671
Carrownacreevy,Sligeach,54.0747222,-8.4505556,616,2675
Carrownamaddoo,Sligeach,54.3905556,-8.47,298,2199
Carrowneden,Sligeach,54.1397222,-8.6977778,331,2671
Carrowntawy,Sligeach,54.13,-8.5697222,239,2670
Carrowpadeen,Sligeach,54.2825,-8.9838889,49,1913
Carrowreagh,Sligeach,54.0727778,-8.755,259,2675
Carrowreagh,Sligeach,54.04,-8.7225,298,2461
Carrowreagh,Sligeach,54.2647222,-8.6575,3,1100
Carrowreilly,Sligeach,54.1083333,-8.6302778,249,2674
Cartronplank,Sligeach,54.4247222,-8.4527778,6,1631
Cashelgarran,Sligeach,54.3633333,-8.5230556,170,2117
Castlebaldwin,Sligeach,54.0791667,-8.3761111,262,2671
Castleconor,Sligeach,54.1627778,-9.1294444,9,1774
Castlegal,Sligeach,54.3158333,-8.4241667,616,2595
Castlegal,Sligeach,54.4580556,-8.4063889,3,1631
Castleore,Sligeach,54.2125,-8.3872222,259,2625
Castletown,Sligeach,54.1908333,-8.4805556,193,2645
Chapel Street,Sligeach,54.2158333,-8.6605556,259,1930
Charlesfort,Sligeach,54.2491667,-8.8616667,154,2152
Claddagh,Sligeach,54.0227778,-8.9080556,183,2391
Claragh Scotch,Sligeach,54.1211111,-8.6452778,259,2674
Cliafuine,Sligeach,54.4338889,-8.4541667,3,1631
Cliffony,Sligeach,54.4338889,-8.4541667,3,1631
Cloghboley,Sligeach,54.3497222,-8.6058333,3,1156
Clonnkeelaun,Sligeach,54.1608333,-8.9944444,344,2271
Cloonacool,Sligeach,54.1019444,-8.7775,219,2674
Cloonagh,Sligeach,54.3697222,-8.6319444,3,680
Cloonahinshin,Sligeach,54.075,-8.5922222,246,2576
Clooneagh,Sligeach,54.022222,-8.4683333,321,2684
Clooneen,Sligeach,54.2616667,-8.925,75,1758
Clooneen,Sligeach,54.1247222,-8.4661111,265,2674
Cloongoonagh,Sligeach,54.0152778,-8.8697222,180,2510
Cloonkeevy,Sligeach,54.0836111,-8.5641667,246,2674
Cloonlaheen,Sligeach,53.9891667,-8.5266667,262,2567
Cloonlaughil,Sligeach,53.9802778,-8.8163889,232,2303
Cloonloogh,Sligeach,53.9738889,-8.4136111,295,2427
Cloonycarney,Sligeach,54.2422222,-9.05556,49,1957
Cluid,Sligeach,54.1075,-8.5447222,249,2674
Colgagh,Sligeach,54.2861111,-8.3913889,282,2522
Collooney,Sligeach,54.1833333,-8.5,203,2645
Coola,Sligeach,54.1586111,-8.3694444,265,2584
Coola Cross Roads,Sligeach,54.1586111,-8.3694444,265,2584
Coolaney,Sligeach,54.1780556,-8.5997222,246,2357
Cooleen,Sligeach,54.0252778,-8.8586111,183,2510
Coolmeen,Sligeach,54.0727778,-8.2472222,252,2228
Cooney,Sligeach,54.2019444,-8.545,262,2372
Corbally,Sligeach,54.1658333,-9.0816667,104,2182
Cornaleck,Sligeach,54.1222222,-8.7255556,308,2674
Corray,Sligeach,54.0383333,-8.8733333,236,2510
Corsallagh,Sligeach,54.0816667,-8.7861111,239,2675
Creevykeel Cross Roads,Sligeach,54.4416667,-8.4344444,3,1631
Cregg,Sligeach,54.3038889,-8.5127778,0,1998
Cuffs Town,Sligeach,54.2358333,-8.9961111,213,2658
Cuil Aine,Sligeach,54.1780556,-8.5997222,246,2357
Cuil Mhuine,Sligeach,54.1833333,-8.5,203,2645
Culdaly,Sligeach,54.0358333,-8.985,784,2117
Culfadda,Sligeach,54.0275,-8.4766667,285,2684
Culleenduff,Sligeach,54.2527778,-8.5841667,262,1036
Culleens,Sligeach,54.2133333,-8.9919444,249,2658
Cully Cross Roads,Sligeach,53.9883333,-8.835,206,2211
Cuppanagh,Sligeach,53.9602778,-8.4180556,246,2589
Curraghbonaun,Sligeach,54.066667,-8.8255556,196,2675
Curry,Sligeach,54.033333,-8.7694444,246,2574
Cúil Mhuine,Sligeach,54.1833333,-8.5,203,2645
Cúil Áine,Sligeach,54.1780556,-8.5997222,246,2357
Derry,Sligeach,54.0877778,-8.3258333,436,2635
Doomore,Sligeach,54.0925,-8.7644444,232,2674
Doonally,Sligeach,54.1830556,-8.4194444,216,2668
Doonbeakin,Sligeach,54.2319444,-8.8333333,334,2121
Doonflin Lower,Sligeach,54.2394444,-8.7575,259,2221
Doonowney,Sligeach,54.3672222,-8.5680556,3,1634
Drimina,Sligeach,54.0586111,-8.8033333,213,2675
Drinaghan,Sligeach,54.2272222,-9.0344444,144,2552
Droim Chliabh,Sligeach,54.3333333,-8.5,26,2389
Dromard,Sligeach,54.24,-8.6761111,42,2188
Dromore,Sligeach,54.2516667,-8.8930556,183,1470
Dromore West,Sligeach,54.2516667,-8.8930556,183,1470
Drum,Sligeach,54.3138889,-8.4516667,239,2595
Drumcliff,Sligeach,54.3333333,-8.5,26,2389
Drumcliffe,Sligeach,54.3333333,-8.5,26,2389
Drumcormick,Sligeach,54.0788889,-8.4138889,541,2671
Drumdoney,Sligeach,54.1191667,-8.3302778,396,2635
Drumeliff,Sligeach,54.3333333,-8.5,26,2389
Drumfad,Sligeach,54.4138889,-8.4661111,32,2199
Drumfin,Sligeach,54.1291667,-8.4419444,337,2671
Drumraine,Sligeach,54.0891667,-8.5894444,242,2674
Dunmoran,Sligeach,54.2641667,-8.7222222,45,1314
Easky,Sligeach,54.2886111,-8.9616667,3,1913
Emlagh,Sligeach,54.0672222,-8.4941667,239,2675
Eskragh,Sligeach,54.0319444,-8.7875,232,2574
Falleens,Sligeach,53.955,-8.4675,239,2353
Falnasoogaun,Sligeach,54.1255556,-8.5911111,246,2671
Farranduff,Sligeach,54.091667,-8.7202778,442,2674
Finned Bridge,Sligeach,54.2891667,-8.9983333,16,1913
Formoyle,Sligeach,54.2938889,-8.3711111,449,1891
Fule,Sligeach,53.9975,-8.7222222,249,2149
Geevagh,Sligeach,54.1,-8.25,239,2338
Glackbaun,Sligeach,54.3083333,-8.3891667,843,2342
Glen,Sligeach,54.1894444,-8.5536111,226,2372
Glen,Sligeach,54.1038889,-8.1766667,761,2011
Gleneask,Sligeach,54.0911111,-8.92,534,2421
Gortakeeran,Sligeach,54.1772222,-8.6588889,269,2536
Gorteen,Sligeach,53.9927778,-8.5108333,269,2567
Gortermone,Sligeach,54.0494444,-8.8247222,193,2675
Grange,Sligeach,54.4,-8.5166667,91,1735
Graniamore,Sligeach,54.0841667,-8.4475,449,2674
Greyfield,Sligeach,54.058333,-8.5,242,2675
Grogagh,Sligeach,54.3872222,-8.5030556,288,1735
Highwood,Sligeach,54.0722222,-8.2786111,301,2400
Iascaigh,Sligeach,54.2886111,-8.9616667,3,1913
Illanbaun,Sligeach,54.2055556,-8.5663889,249,2372
Inis Crabhann,Sligeach,54.2166667,-9.1,13,1168
Inishcrone,Sligeach,54.2166667,-9.1,13,1168
Keelty,Sligeach,54.3494444,-8.4808333,344,2524
Kesh,Sligeach,54.0477778,-8.4480556,479,2675
Kilglass,Sligeach,54.2391667,-9.0561111,49,1957
Killanly,Sligeach,54.1683333,-9.1252778,22,1345
Killavil,Sligeach,54.0391667,-8.5508333,249,2583
Killeenduff,Sligeach,54.2802778,-8.9305556,3,1758
Killerry,Sligeach,54.2308333,-8.3566667,206,2247
Killoran,Sligeach,54.14,-8.6416667,262,2671
Kilmacowen,Sligeach,54.2286111,-8.5161111,180,2277
Kilmacteige,Sligeach,54.0408333,-8.925,262,2259
Kilmactranny,Sligeach,54.0636111,-8.2558333,252,2400
Kilmorgan,Sligeach,54.1033333,-8.4575,259,2674
Kilrusheighter,Sligeach,54.2619444,-8.7783333,78,1180
Kilshalvy,Sligeach,54.0183333,-8.5241667,255,2685
Kincuillew,Sligeach,54.0558333,-8.9030556,282,2591
Knockadalteen,Sligeach,54.1141667,-8.5330556,249,2674
Knocknacross,Sligeach,54.1113889,-8.3580556,249,2671
Knocknahur,Sligeach,54.245,-8.5386111,127,2277
Lackanatlieve,Sligeach,54.2036111,-9.0513889,164,2347
Lahanagh,Sligeach,54.2391667,-8.4236111,344,2654
Lahordan,Sligeach,54.0927778,-8.3083333,515,2635
Larass,Sligeach,54.2719444,-8.5933333,203,1036
Largan,Sligeach,54.0908333,-8.9341667,725,2421
Largan,Sligeach,54.0202778,-8.7125,265,2461
Lavagh,Sligeach,54.1063889,-8.6841667,314,2674
Lecarrow,Sligeach,54.2311111,-8.7186111,209,2251
Lenstown,Sligeach,54.2897222,-9.0188889,9,1723
Leyny,Sligeach,54.17,-8.6033333,249,2357
Lisgorey,Sligeach,54.29,-8.4280556,239,2629
Liskeagh,Sligeach,54.055556,-8.4316667,662,2675
Lissaneeny,Sligeach,54.1633333,-8.3980556,249,2668
Lugdoon,Sligeach,54.2308333,-8.7997222,314,2121
Lugnadeffa,Sligeach,54.2022222,-8.5855556,328,2357
Lugnagall,Sligeach,54.3288889,-8.4225,715,2595
Magheraboy,Sligeach,54.2688889,-8.4944444,49,2415
Mahanagh,Sligeach,53.9769444,-8.4516667,249,2589
Masshill,Sligeach,54.1047222,-8.8555556,495,2674
Metal Bridge,Sligeach,54.0719444,-8.8197222,193,2675
Milk Haven,Sligeach,54.4180556,-8.5,29,1317
Milltown,Sligeach,54.3394444,-8.5011111,134,2117
Moneygold,Sligeach,54.4061111,-8.5094444,59,1735
Moneylahan,Sligeach,54.3980556,-8.4516667,305,2446
Moylough,Sligeach,54.0305556,-8.6997222,308,2311
Moytirra,Sligeach,54.0830556,-8.275,334,2400
Muingwore,Sligeach,54.1663889,-9.0358333,239,2186
Mullaghanarry,Sligeach,54.0911111,-8.7211111,387,2674
Mullaghmore,Sligeach,54.4663889,-8.4486111,0,679
Mullaghnaneane,Sligeach,54.3755556,-8.5316667,118,1735
Mullaghroe,Sligeach,53.9802778,-8.4611111,249,2634
Mullanys Cross,Sligeach,54.0691667,-8.8655556,249,2655
Mullany?s Cross,Sligeach,54.0691667,-8.8655556,249,2655
Owenbeg,Sligeach,54.2336111,-8.9466667,272,2582
Patch,Sligeach,54.2438889,-8.9141667,177,2377
Portinch,Sligeach,54.0994444,-8.575,242,2674
Powellsborough,Sligeach,54.0480556,-8.6875,331,2586
Powellsborough Cross Roads,Sligeach,54.0480556,-8.6875,331,2586
Raghly,Sligeach,54.3322222,-8.6466667,0,740
Rathcormack,Sligeach,54.3183333,-8.4766667,101,2389
Rathdoony More,Sligeach,54.0986111,-8.5497222,249,2674
Rathlee,Sligeach,54.2763889,-9.0383333,16,1723
Rathose,Sligeach,54.1822222,-8.6025,242,2357
Riverstown,Sligeach,54.1316667,-8.3944444,242,2668
Roadstown,Sligeach,54.0547222,-8.6163889,249,2576
Rockfield,Sligeach,54.1677778,-8.6208333,246,2357
Ropefield,Sligeach,54.1255556,-8.5911111,246,2671
Rosses Point,Sligeach,54.3091667,-8.5661111,0,1447
Rosses Upper,Sligeach,54.3091667,-8.5661111,0,1447
Rover,Sligeach,54.0916667,-8.2088889,590,2338
Rue Cross Roads,Sligeach,54.0408333,-8.76,249,2574
Sandyhill,Sligeach,53.9763889,-8.7913889,242,2268
Sessuecommon,Sligeach,54.0841667,-8.815,200,2674
Skreen,Sligeach,54.2433333,-8.7311111,249,2251
Sligeach,Sligeach,54.2666667,-8.4833333,42,2415
Sligo,Sligeach,54.2666667,-8.4833333,42,2415
Srananagh,Sligeach,54.1686111,-8.3933333,249,2656
Sroove,Sligeach,53.9655556,-8.5044444,377,2567
Strandhill,Sligeach,54.2719444,-8.5933333,203,1036
Streamstown,Sligeach,54.2136111,-8.5647222,114,1950
Tap,Sligeach,54.1233333,-8.2477778,810,2338
Tawnalghta,Sligeach,54.1788889,-8.9733333,374,2536
Tawnavoultry,Sligeach,54.0925,-8.6747222,249,2674
Tawnyany,Sligeach,54.0869444,-8.9397222,757,2421
Templeboy,Sligeach,54.2458333,-8.8125,239,2121
Tobar an Choire,Sligeach,54.05,-8.7333333,301,2655
Toberawnaun,Sligeach,54.2577778,-8.7222222,108,1314
Tobercurry,Sligeach,54.05,-8.7333333,301,2655
Toberscanavan,Sligeach,54.1669444,-8.4855556,216,2645
Toberscardan,Sligeach,54.0783333,-8.6997222,449,2586
Toorlestraun,Sligeach,54.0397222,-8.8425,190,2510
Tubbercurry,Sligeach,54.05,-8.7333333,301,2655
Tullanaglug,Sligeach,54.0463889,-8.7936111,226,2675
Tullylin,Sligeach,54.1963889,-9.0230556,229,2498
Tunnagh,Sligeach,54.0252778,-8.4991667,249,2684
Walshestown,Sligeach,54.2877778,-9.0377778,3,1723
Willsborough,Sligeach,54.2941667,-8.4408333,147,2595
Zion Hill,Sligeach,54.1058333,-8.8797222,433,2611
Aglish,Tipperary,53.0386111,-8.0863889,236,2827
Ahenny,Tipperary,52.4152778,-7.3972222,275,3149
Ahgmore Bridge,Tipperary,52.8475,-7.9552778,767,2794
Almaseed Bridge,Tipperary,52.2938889,-8.1663889,495,3527
An Baile Beag,Tipperary,52.6394444,-7.7380556,429,2853
An Bhainseach,Tipperary,52.4480556,-8.0625,249,2867
An Bháinseach,Tipperary,52.4480556,-8.0625,249,2867
An Chathair,Tipperary,52.3769444,-7.9216667,196,2871
An Cheapach,Tipperary,52.5819444,-8.1636111,459,2860
